Item_Identifier,Outlet_Identifier,Predicted_Sales
FDK02,5,3172.8415682519317
FDK02,7,1772.4132238845987
FDK02,2,1444.485804456847
FDK02,8,1690.0548974818878
FDK02,6,1346.3900202077593
FDK02,4,576.4664595442912
FDJ57,9,3405.140235868862
FDJ57,3,3454.228958279092
FDJ57,0,1541.6080035582204
FDJ57,1,2837.4492350102187
FDJ57,5,4464.875147022829
FDJ57,7,3064.446802655496
FDJ57,2,2736.519383227744
FDJ57,8,2982.088476252785
FDJ57,6,2638.423598978656
FDJ57,4,1868.500038315188
FDJ45,9,863.3654991590142
FDJ45,3,912.4542215692438
FDJ45,0,-1000.1667331516273
FDJ45,1,295.67449830037094
FDJ45,5,1923.1004103129806
FDJ45,7,522.672065945648
FDJ45,2,194.74464651789617
FDJ45,8,440.3137395429367
FDJ45,6,96.64886226880844
FDJ45,4,-673.2746983946599
NCB31,9,4377.247209889567
NCB31,3,4426.335932299797
NCB31,0,2513.714977578925
NCB31,1,3809.5562090309236
NCB31,5,5436.982121043533
NCB31,7,4036.553776676201
NCB31,2,3708.6263572484486
NCB31,8,3954.1954502734893
NCB31,6,3610.530572999361
NCB31,4,2840.607012335893
FDT50,9,1906.676614469318
FDT50,3,1955.765336879548
FDT50,0,43.14438215867631
FDT50,1,1338.9856136106748
FDT50,5,2966.4115256232844
FDT50,7,1565.9831812559519
FDT50,2,1238.0557618282
FDT50,8,1483.6248548532408
FDT50,6,1139.959977579112
FDT50,4,370.03641691564417
NCY41,9,876.5151144007136
NCY41,3,925.6038368109432
NCY41,0,-987.017117909928
NCY41,1,308.82411354207034
NCY41,5,1936.25002555468
NCY41,7,535.8216811873474
NCY41,2,207.89426175959557
NCY41,8,453.46335478463607
NCY41,6,109.79847751050784
NCY41,4,-660.1250831529605
FDJ60,9,2983.64359802542
FDJ60,3,3032.7323204356494
FDJ60,0,1120.111365714778
FDJ60,1,2415.9525971667763
FDJ60,5,4043.378509179386
FDJ60,7,2642.9501648120536
FDJ60,2,2315.0227453843017
FDJ60,8,2560.5918384093425
FDJ60,6,2216.926961135214
FDJ60,4,1447.0034004717459
FDS21,9,1450.8624906910484
FDS21,3,1499.951213101278
FDS21,0,-412.6697416195939
FDS21,1,883.1714898324051
FDS21,5,2510.5974018450147
FDS21,7,1110.169057477682
FDS21,2,782.2416380499303
FDS21,8,1027.8107310749708
FDS21,6,684.1458538008424
FDS21,4,-85.77770686262556
FDQ08,9,1448.8786667566417
FDQ08,3,1497.9673891668713
FDQ08,0,-414.6535655540001
FDQ08,1,881.1876658979984
FDQ08,5,2508.613577910608
FDQ08,7,1108.1852335432752
FDQ08,2,780.2578141155236
FDQ08,8,1025.8269071405641
FDQ08,6,682.1620298664357
FDQ08,4,-87.76153079703226
FDS47,9,1678.9511452059724
FDS47,3,1728.039867616202
FDS47,0,-184.58108710466968
FDS47,1,1111.260144347329
FDS47,5,2738.6860563599384
FDS47,7,1338.257711992606
FDS47,2,1010.3302925648543
FDS47,8,1255.8993855898948
FDS47,6,912.2345083157663
FDS47,4,142.31094765229818
DRM48,9,865.6267636085154
DRM48,3,914.715486018745
DRM48,0,-997.9054687021262
DRM48,1,297.9357627498721
DRM48,5,1925.3616747624817
DRM48,7,524.9333303951491
DRM48,2,197.0059109673973
DRM48,8,442.5750039924378
DRM48,6,98.91012671830958
DRM48,4,-671.0134339451588
FDW46,9,1417.052525377906
FDW46,3,1466.1412477881356
FDW46,0,-446.479706932736
FDW46,1,849.3615245192627
FDW46,5,2476.787436531872
FDW46,7,1076.3590921645398
FDW46,2,748.431672736788
FDW46,8,994.0007657618285
FDW46,6,650.3358884877002
FDW46,4,-119.5876721757677
FDU40,9,3392.0016325619154
FDU40,3,3441.090354972145
FDU40,0,1528.4694002512736
FDU40,1,2824.310631703272
FDU40,5,4451.736543715881
FDU40,7,3051.3081993485494
FDU40,2,2723.380779920797
FDU40,8,2968.9498729458383
FDU40,6,2625.284995671709
FDU40,4,1855.3614350082412
DRE12,9,2145.0278291013706
DRE12,3,2194.1165515116
DRE12,0,281.49559679072854
DRE12,1,1577.336828242727
DRE12,5,3204.7627402553367
DRE12,7,1804.334395888004
DRE12,2,1476.4069764602523
DRE12,8,1721.976069485293
DRE12,6,1378.3111922111643
DRE12,4,608.3876315476964
FDX35,9,3982.074267022642
FDX35,3,4031.1629894328717
FDX35,0,2118.542034712
FDX35,1,3414.383266163999
FDX35,5,5041.809178176609
FDX35,7,3641.380833809276
FDX35,2,3313.453414381524
FDX35,8,3559.0225074065647
FDX35,6,3215.357630132436
FDX35,4,2445.434069468968
FDD51,9,981.9033075057539
FDD51,3,1030.9920299159835
FDD51,0,-881.6289248048879
FDD51,1,414.2123066471106
FDD51,5,2041.6382186597202
FDD51,7,641.2098742923877
FDD51,2,313.28245486463584
FDD51,8,558.8515478896763
FDD51,6,215.18667061554788
FDD51,4,-554.73689004792
FDY27,9,3209.815480712854
FDY27,3,3258.9042031230833
FDY27,0,1346.283248402212
FDY27,1,2642.12447985421
FDY27,5,4269.55039186682
FDY27,7,2869.1220474994875
FDY27,2,2541.1946280717357
FDY27,8,2786.7637210967764
FDY27,6,2443.0988438226477
FDY27,4,1673.1752831591798
NCN06,9,2816.3927721475447
NCN06,3,2865.4814945577746
NCN06,0,952.8605398369027
NCN06,1,2248.7017712889015
NCN06,5,3876.127683301511
NCN06,7,2475.6993389341783
NCN06,2,2147.7719195064265
NCN06,8,2393.341012531467
NCN06,6,2049.6761352573385
NCN06,4,1279.7525745938706
FDR57,9,2943.676875386046
FDR57,3,2992.765597796276
FDR57,0,1080.1446430754042
FDR57,1,2375.9858745274028
FDR57,5,4003.411786540012
FDR57,7,2602.98344217268
FDR57,2,2275.0560227449278
FDR57,8,2520.625115769969
FDR57,6,2176.9602384958403
FDR57,4,1407.0366778323719
FDR19,9,2562.064288666936
FDR19,3,2611.153011077166
FDR19,0,698.5320563562943
FDR19,1,1994.3732878082928
FDR19,5,3621.7991998209027
FDR19,7,2221.3708554535697
FDR19,2,1893.443436025818
FDR19,8,2139.0125290508586
FDR19,6,1795.3476517767303
FDR19,4,1025.4240911132622
FDJ33,9,2317.946253769511
FDJ33,3,2367.03497617974
FDJ33,0,454.4140214588688
FDJ33,1,1750.2552529108673
FDJ33,5,3377.681164923477
FDJ33,7,1977.2528205561441
FDJ33,2,1649.3254011283923
FDJ33,8,1894.894494153433
FDJ33,6,1551.2296168793046
FDJ33,4,781.3060562158364
FDA52,9,3091.141523140421
FDA52,3,3140.2302455506506
FDA52,0,1227.6092908297792
FDA52,1,2523.450522281778
FDA52,5,4150.876434294388
FDA52,7,2750.4480899270548
FDA52,2,2422.520670499303
FDA52,8,2668.0897635243437
FDA52,6,2324.4248862502154
FDA52,4,1554.501325586747
FDZ08,9,1668.0324335766193
FDZ08,3,1717.1211559868489
FDZ08,0,-195.499798734023
FDZ08,1,1100.341432717976
FDZ08,5,2727.7673447305856
FDZ08,7,1327.3390003632528
FDZ08,2,999.4115809355012
FDZ08,8,1244.9806739605417
FDZ08,6,901.3157966864133
FDZ08,4,131.39223602294533
FDR27,9,2434.073905988961
FDR27,3,2483.162628399191
FDR27,0,570.5416736783193
FDR27,1,1866.3829051303178
FDR27,5,3493.808817142927
FDR27,7,2093.3804727755946
FDR27,2,1765.4530533478428
FDR27,8,2011.0221463728835
FDR27,6,1667.357269098755
FDR27,4,897.4337084352869
NCK42,9,3828.6808812735003
NCK42,3,3877.7696036837297
NCK42,0,1965.1486489628583
NCK42,1,3260.989880414857
NCK42,5,4888.415792427467
NCK42,7,3487.987448060134
NCK42,2,3160.0600286323825
NCK42,8,3405.6291216574227
NCK42,6,3061.9642443832945
NCK42,4,2292.040683719826
FDZ12,9,2557.906545136958
FDZ12,3,2606.9952675471877
FDZ12,0,694.3743128263159
FDZ12,1,1990.2155442783146
FDZ12,5,3617.641456290924
FDZ12,7,2217.2131119235914
FDZ12,2,1889.2856924958396
FDZ12,8,2134.8547855208803
FDZ12,6,1791.1899082467519
FDZ12,4,1021.2663475832837
NCI31,9,869.4002824827326
NCI31,3,918.4890048929622
NCI31,0,-994.131949827909
NCI31,1,301.7092816240893
NCI31,5,1929.135193636699
NCI31,7,528.7068492693663
NCI31,2,200.7794298416145
NCI31,8,446.348522866655
NCI31,6,102.68364559252677
NCI31,4,-667.2399150709416
FDX16,9,2680.927073544463
FDX16,3,2730.0157959546923
FDX16,0,817.3948412338209
FDX16,1,2113.2360726858196
FDX16,5,3740.6619846984295
FDX16,7,2340.2336403310965
FDX16,2,2012.3062209033446
FDX16,8,2257.8753139283854
FDX16,6,1914.210436654257
FDX16,4,1144.2868759907888
NCA05,9,2736.590925348343
NCA05,3,2785.6796477585726
NCA05,0,873.058693037701
NCA05,1,2168.8999244896995
NCA05,5,3796.3258365023094
NCA05,7,2395.8974921349763
NCA05,2,2067.9700727072245
NCA05,8,2313.5391657322652
NCA05,6,1969.8742884581368
NCA05,4,1199.9507277946686
DRG51,9,3016.1298182571754
DRG51,3,3065.2185406674053
DRG51,0,1152.5975859465334
DRG51,1,2448.4388173985317
DRG51,5,4075.8647294111415
DRG51,7,2675.436385043809
DRG51,2,2347.508965616057
DRG51,8,2593.078058641098
DRG51,6,2249.413181366969
DRG51,4,1479.4896207035013
NCR30,9,1477.2685568514
NCR30,3,1526.3572792616296
NCR30,0,-386.2636754592422
NCR30,1,909.5775559927567
NCR30,5,2537.0034680053664
NCR30,7,1136.5751236380336
NCR30,2,808.647704210282
NCR30,8,1054.2167972353225
NCR30,6,710.551919961194
NCR30,4,-59.37164070227391
FDM56,9,2065.2069098862835
FDM56,3,2114.2956322965133
FDM56,0,201.67467757564168
FDM56,1,1497.5159090276402
FDM56,5,3124.94182104025
FDM56,7,1724.513476672917
FDM56,2,1396.5860572451654
FDM56,8,1642.1551502702061
FDM56,6,1298.4902729960777
FDM56,4,528.5667123326095
DRM37,9,3355.575832546998
DRM37,3,3404.6645549572277
DRM37,0,1492.0436002363558
DRM37,1,2787.884831688354
DRM37,5,4415.310743700964
DRM37,7,3014.8823993336314
DRM37,2,2686.9549799058796
DRM37,8,2932.5240729309203
DRM37,6,2588.8591956567916
DRM37,4,1818.9356349933237
FDN56,9,2617.603998640675
FDN56,3,2666.6927210509043
FDN56,0,754.0717663300329
FDN56,1,2049.9129977820317
FDN56,5,3677.338909794641
FDN56,7,2276.9105654273085
FDN56,2,1948.9831459995567
FDN56,8,2194.5522390245974
FDN56,6,1850.8873617504687
FDN56,4,1080.9638010870008
FDO49,9,1240.0505837609803
FDO49,3,1289.13930617121
FDO49,0,-623.4816485496617
FDO49,1,672.359582902337
FDO49,5,2299.785494914947
FDO49,7,899.3571505476141
FDO49,2,571.4297311198623
FDO49,8,816.9988241449028
FDO49,6,473.3339468707745
FDO49,4,-296.58961379269385
FDC09,9,2071.7947272989886
FDC09,3,2120.8834497092184
FDC09,0,208.26249498834682
FDC09,1,1504.1037264403453
FDC09,5,3131.529638452955
FDC09,7,1731.1012940856224
FDC09,2,1403.1738746578708
FDC09,8,1648.7429676829113
FDC09,6,1305.0780904087828
FDC09,4,535.1545297453147
NCZ41,9,2323.8202730691937
NCZ41,3,2372.9089954794235
NCZ41,0,460.2880407585519
NCZ41,1,1756.1292722105504
NCZ41,5,3383.55518422316
NCZ41,7,1983.1268398558273
NCZ41,2,1655.1994204280754
NCZ41,8,1900.7685134531162
NCZ41,6,1557.1036361789877
NCZ41,4,787.1800755155195
FDP19,9,2267.4293894339667
FDP19,3,2316.5181118441965
FDP19,0,403.89715712332486
FDP19,1,1699.7383885753234
FDP19,5,3327.164300587933
FDP19,7,1926.7359562206004
FDP19,2,1598.8085367928486
FDP19,8,1844.3776298178893
FDP19,6,1500.7127525437609
FDP19,4,730.7891918802927
FDQ24,9,4247.137523754302
FDQ24,3,4296.226246164531
FDQ24,0,2383.6052914436596
FDQ24,1,3679.4465228956587
FDQ24,5,5306.872434908268
FDQ24,7,3906.4440905409356
FDQ24,2,3578.5166711131837
FDQ24,8,3824.0857641382245
FDQ24,6,3480.420886864096
FDQ24,4,2710.497326200628
DRL11,9,2862.4085889187227
DRL11,3,2911.4973113289525
DRL11,0,998.8763566080811
DRL11,1,2294.7175880600794
DRL11,5,3922.143500072689
DRL11,7,2521.7151557053567
DRL11,2,2193.787736277605
DRL11,8,2439.3568293026456
DRL11,6,2095.691952028517
DRL11,4,1325.7683913650487
FDN52,9,1679.74690852181
FDN52,3,1728.8356309320395
FDN52,0,-183.7853237888321
FDN52,1,1112.0559076631666
FDN52,5,2739.481819675776
FDN52,7,1339.0534753084435
FDN52,2,1011.1260558806919
FDN52,8,1256.6951489057324
FDN52,6,913.0302716316039
FDN52,4,143.10671096813576
FDF21,9,3421.407927100665
FDF21,3,3470.4966495108947
FDF21,0,1557.875694790023
FDF21,1,2853.7169262420216
FDF21,5,4481.142838254631
FDF21,7,3080.714493887299
FDF21,2,2752.787074459547
FDF21,8,2998.356167484588
FDF21,6,2654.691290210459
FDF21,4,1884.767729546991
FDS51,9,1374.7704380475966
FDS51,3,1423.8591604578262
FDS51,0,-488.76179426304543
FDS51,1,807.0794371889533
FDS51,5,2434.505349201563
FDS51,7,1034.0770048342304
FDS51,2,706.1495854064785
FDS51,8,951.718678431519
FDS51,6,608.0538011573908
FDS51,4,-161.86975950607757
FDE45,9,3193.353986654186
FDE45,3,3242.442709064416
FDE45,0,1329.8217543435444
FDE45,1,2625.662985795543
FDE45,5,4253.088897808153
FDE45,7,2852.66055344082
FDE45,2,2524.733134013068
FDE45,8,2770.302227038109
FDE45,6,2426.63734976398
FDE45,4,1656.7137891005123
FDX50,9,2033.8062070647156
FDX50,3,2082.8949294749455
FDX50,0,170.2739747540736
FDX50,1,1466.1152062060721
FDX50,5,3093.5411182186817
FDX50,7,1693.1127738513492
FDX50,2,1365.1853544235976
FDX50,8,1610.754447448638
FDX50,6,1267.0895701745096
FDX50,4,497.16600951104147
NCN14,9,3150.1632408914757
NCN14,3,3199.2519633017055
NCN14,0,1286.6310085808338
NCN14,1,2582.4722400328324
NCN14,5,4209.898152045442
NCN14,7,2809.4698076781096
NCN14,2,2481.5423882503574
NCN14,8,2727.1114812753985
NCN14,6,2383.4466040012694
NCN14,4,1613.5230433378015
FDQ21,9,2292.5699466457254
FDQ21,3,2341.658669055955
FDQ21,0,429.0377143350838
FDQ21,1,1724.8789457870823
FDQ21,5,3352.304857799692
FDQ21,7,1951.8765134323592
FDQ21,2,1623.9490940046073
FDQ21,8,1869.518187029648
FDQ21,6,1525.8533097555196
FDQ21,4,755.9297490920515
FDL38,9,1892.1644145104835
FDL38,3,1941.2531369207134
FDL38,0,28.632182199841736
FDL38,1,1324.4734136518402
FDL38,5,2951.89932566445
FDL38,7,1551.4709812971173
FDL38,2,1223.5435618693655
FDL38,8,1469.1126548944062
FDL38,6,1125.4477776202775
FDL38,4,355.5242169568096
DRL37,9,1058.3911290251351
DRL37,3,1107.4798514353647
DRL37,0,-805.1411032855067
DRL37,1,490.7001281664918
DRL37,5,2118.1260401791014
DRL37,7,717.6976958117689
DRL37,2,389.77027638401705
DRL37,8,635.3393694090576
DRL37,6,291.6744921349291
DRL37,4,-478.2490685285388
FDZ39,9,2095.0210559679795
FDZ39,3,2144.109778378209
FDZ39,0,231.48882365733743
FDZ39,1,1527.330055109336
FDZ39,5,3154.7559671219456
FDZ39,7,1754.327622754613
FDZ39,2,1426.4002033268614
FDZ39,8,1671.969296351902
FDZ39,6,1328.3044190777734
FDZ39,4,558.3808584143053
FDH10,9,3377.76432631461
FDH10,3,3426.85304872484
FDH10,0,1514.2320940039685
FDH10,1,2810.073325455967
FDH10,5,4437.499237468577
FDH10,7,3037.070893101244
FDH10,2,2709.1434736734923
FDH10,8,2954.712566698533
FDH10,6,2611.0476894244043
FDH10,4,1841.1241287609362
FDS35,9,1300.4391499893443
FDS35,3,1349.5278723995739
FDS35,0,-563.0930823212975
FDS35,1,732.748149130701
FDS35,5,2360.1740611433106
FDS35,7,959.745716775978
FDS35,2,631.8182973482262
FDS35,8,877.3873903732667
FDS35,6,533.7225130991383
FDS35,4,-236.20104756432966
FDN21,9,2837.7162060221544
FDN21,3,2886.804928432384
FDN21,0,974.1839737115124
FDN21,1,2270.0252051635107
FDN21,5,3897.4511171761205
FDN21,7,2497.0227728087875
FDN21,2,2169.095353381036
FDN21,8,2414.664446406077
FDN21,6,2070.999569131948
FDN21,4,1301.07600846848
NCO18,9,3199.873725364839
NCO18,3,3248.9624477750685
NCO18,0,1336.3414930541971
NCO18,1,2632.182724506196
NCO18,5,4259.608636518806
NCO18,7,2859.1802921514727
NCO18,2,2531.252872723721
NCO18,8,2776.8219657487616
NCO18,6,2433.157088474633
NCO18,4,1663.233527811165
FDD05,9,2312.360508538436
FDD05,3,2361.4492309486654
FDD05,0,448.82827622779405
FDD05,1,1744.6695076797926
FDD05,5,3372.095419692402
FDD05,7,1971.6670753250696
FDD05,2,1643.7396558973178
FDD05,8,1889.3087489223585
FDD05,6,1545.6438716482298
FDD05,4,775.7203109847619
FDX59,9,909.3533529478088
FDX59,3,958.4420753580384
FDX59,0,-954.178879362833
FDX59,1,341.66235208916555
FDX59,5,1969.0882641017752
FDX59,7,568.6599197344426
FDX59,2,240.73250030669078
FDX59,8,486.3015933317313
FDX59,6,142.63671605760283
FDX59,4,-627.2868446058651
FDZ23,9,3311.13967104534
FDZ23,3,3360.22839345557
FDZ23,0,1447.6074387346982
FDZ23,1,2743.4486701866967
FDZ23,5,4370.874582199306
FDZ23,7,2970.446237831974
FDZ23,2,2642.5188184042217
FDZ23,8,2888.087911429263
FDZ23,6,2544.423034155134
FDZ23,4,1774.4994734916659
FDX27,9,1765.6613991075258
FDX27,3,1814.7501215177554
FDX27,0,-97.87083320311649
FDX27,1,1197.9703982488825
FDX27,5,2825.396310261492
FDX27,7,1424.9679658941593
FDX27,2,1097.0405464664077
FDX27,8,1342.6096394914482
FDX27,6,998.9447622173197
FDX27,4,229.0212015538516
FDR14,9,987.5266071151891
FDR14,3,1036.6153295254187
FDR14,0,-876.0056251954529
FDR14,1,419.8356062565458
FDR14,5,2047.2615182691554
FDR14,7,646.8331739018229
FDR14,2,318.90575447407105
FDR14,8,564.4748474991115
FDR14,6,220.80997022498332
FDR14,4,-549.1135904384846
FDZ56,9,3030.4613875097507
FDZ56,3,3079.5501099199805
FDZ56,0,1166.929155199109
FDZ56,1,2462.7703866511074
FDZ56,5,4090.1962986637172
FDZ56,7,2689.7679542963842
FDZ56,2,2361.8405348686324
FDZ56,8,2607.409627893673
FDZ56,6,2263.744750619545
FDZ56,4,1493.8211899560765
NCL55,9,4333.877985101774
NCL55,3,4382.966707512003
NCL55,0,2470.3457527911323
NCL55,1,3766.1869842431306
NCL55,5,5393.61289625574
NCL55,7,3993.184551888408
NCL55,2,3665.257132460656
NCL55,8,3910.8262254856963
NCL55,6,3567.161348211568
NCL55,4,2797.2377875481
FDD59,9,1703.18341931395
FDD59,3,1752.2721417241798
FDD59,0,-160.34881299669178
FDD59,1,1135.4924184553067
FDD59,5,2762.9183304679163
FDD59,7,1362.4899861005838
FDD59,2,1034.562566672832
FDD59,8,1280.1316596978727
FDD59,6,936.466782423744
FDD59,4,166.54322176027608
DRF23,9,3006.032509908991
DRF23,3,3055.121232319221
DRF23,0,1142.5002775983492
DRF23,1,2438.3415090503477
DRF23,5,4065.7674210629575
DRF23,7,2665.3390766956245
DRF23,2,2337.4116572678727
DRF23,8,2582.9807502929134
DRF23,6,2239.315873018785
DRF23,4,1469.3923123553168
FDT49,9,1924.7162753451796
FDT49,3,1973.8049977554092
FDT49,0,61.18404303453735
FDT49,1,1357.025274486536
FDT49,5,2984.451186499146
FDT49,7,1584.0228421318131
FDT49,2,1256.0954227040615
FDT49,8,1501.664515729102
FDT49,6,1157.9996384549736
FDT49,4,388.07607779150544
FDH22,9,2269.9347387908597
FDH22,3,2319.0234612010895
FDH22,0,406.4025064802179
FDH22,1,1702.2437379322164
FDH22,5,3329.6696499448262
FDH22,7,1929.2413055774932
FDH22,2,1601.3138861497416
FDH22,8,1846.8829791747823
FDH22,6,1503.218101900654
FDH22,4,733.2945412371857
FDT34,9,1822.812979586022
FDT34,3,1871.9017019962516
FDT34,0,-40.719252724619764
FDT34,1,1255.1219787273785
FDT34,5,2882.5478907399884
FDT34,7,1482.1195463726556
FDT34,2,1154.192126944904
FDT34,8,1399.7612199699445
FDT34,6,1056.096342695816
FDT34,4,286.17278203234787
FDB39,9,1283.1300686480058
FDB39,3,1332.2187910582354
FDB39,0,-580.4021636626362
FDB39,1,715.4390677893625
FDB39,5,2342.8649798019724
FDB39,7,942.4366354346396
FDB39,2,614.5092160068878
FDB39,8,860.0783090319283
FDB39,6,516.4134317578
FDB39,4,-253.51012890566835
FDQ22,9,1028.913153937381
FDQ22,3,1078.0018763476105
FDQ22,0,-834.6190783732609
FDQ22,1,461.2221530787376
FDQ22,5,2088.6480650913472
FDQ22,7,688.2197207240147
FDQ22,2,360.29230129626285
FDQ22,8,605.8613943213034
FDQ22,6,262.1965170471749
FDQ22,4,-507.72704361629303
NCN43,9,2376.7540740384675
NCN43,3,2425.8427964486973
NCN43,0,513.2218417278257
NCN43,1,1809.0630731798242
NCN43,5,3436.4889851924336
NCN43,7,2036.060640825101
NCN43,2,1708.1332213973494
NCN43,8,1953.70231442239
NCN43,6,1610.0374371482615
NCN43,4,840.1138764847935
FDG57,9,1093.4207298639733
FDG57,3,1142.5094522742029
FDG57,0,-770.111502446669
FDG57,1,525.72972900533
FDG57,5,2153.1556410179396
FDG57,7,752.7272966506071
FDG57,2,424.79987722285523
FDG57,8,670.3689702478957
FDG57,6,326.7040929737673
FDG57,4,-443.21946768970065
FDU22,9,2187.4309005336268
FDU22,3,2236.519622943856
FDU22,0,323.8986682229847
FDU22,1,1619.7398996749832
FDU22,5,3247.165811687593
FDU22,7,1846.7374673202603
FDU22,2,1518.8100478925087
FDU22,8,1764.3791409175492
FDU22,6,1420.7142636434207
FDU22,4,650.7907029799526
NCC43,9,4251.552281494507
NCC43,3,4300.641003904737
NCC43,0,2388.020049183865
NCC43,1,3683.8612806358633
NCC43,5,5311.287192648473
NCC43,7,3910.8588482811406
NCC43,2,3582.9314288533888
NCC43,8,3828.500521878429
NCC43,6,3484.835644604301
NCC43,4,2714.912083940833
FDP01,9,2759.4352444292217
FDP01,3,2808.5239668394515
FDP01,0,895.9030121185801
FDP01,1,2191.7442435705784
FDP01,5,3819.1701555831883
FDP01,7,2418.7418112158557
FDP01,2,2090.814391788104
FDP01,8,2336.3834848131446
FDP01,6,1992.718607539016
FDP01,4,1222.7950468755478
FDF52,9,3215.256171803757
FDF52,3,3264.344894213986
FDF52,0,1351.7239394931148
FDF52,1,2647.565170945113
FDF52,5,4274.991082957723
FDF52,7,2874.56273859039
FDF52,2,2546.6353191626386
FDF52,8,2792.204412187679
FDF52,6,2448.5395349135506
FDF52,4,1678.6159742500824
FDZ33,9,2610.3085276429265
FDZ33,3,2659.397250053156
FDZ33,0,746.7762953322845
FDZ33,1,2042.617526784283
FDZ33,5,3670.0434387968926
FDZ33,7,2269.61509442956
FDZ33,2,1941.6876750018082
FDZ33,8,2187.256768026849
FDZ33,6,1843.5918907527202
FDZ33,4,1073.668330089252
FDP48,9,3315.9028751978594
FDP48,3,3364.9915976080893
FDP48,0,1452.3706428872174
FDP48,1,2748.2118743392157
FDP48,5,4375.6377863518255
FDP48,7,2975.209441984493
FDP48,2,2647.282022556741
FDP48,8,2892.851115581782
FDP48,6,2549.186238307653
FDP48,4,1779.2626776441853
FDW56,9,3342.771444606188
FDW56,3,3391.860167016418
FDW56,0,1479.2392122955462
FDW56,1,2775.0804437475445
FDW56,5,4402.506355760154
FDW56,7,3002.0780113928217
FDW56,2,2674.15059196507
FDW56,8,2919.7196849901106
FDW56,6,2576.054807715982
FDW56,4,1806.131247052514
FDC26,9,1975.8614420778053
FDC26,3,2024.9501644880352
FDC26,0,112.32920976716377
FDC26,1,1408.170441219162
FDC26,5,3035.596353231772
FDC26,7,1635.168008864439
FDC26,2,1307.2405894366873
FDC26,8,1552.809682461728
FDC26,6,1209.1448051875993
FDC26,4,439.2212445241314
FDF34,9,3611.234704805964
FDF34,3,3660.323427216194
FDF34,0,1747.7024724953224
FDF34,1,3043.543703947321
FDF34,5,4670.969615959931
FDF34,7,3270.5412715925977
FDF34,2,2942.6138521648463
FDF34,8,3188.1829451898866
FDF34,6,2844.5180679157584
FDF34,4,2074.59450725229
FDD04,9,2523.249738277
FDD04,3,2572.3384606872296
FDD04,0,659.7175059663582
FDD04,1,1955.5587374183565
FDD04,5,3582.9846494309663
FDD04,7,2182.5563050636338
FDD04,2,1854.628885635882
FDD04,8,2100.1979786609227
FDD04,6,1756.533101386794
FDD04,4,986.6095407233258
NCJ31,9,3933.220084803641
NCJ31,3,3982.3088072138703
NCJ31,0,2069.687852492999
NCJ31,1,3365.529083944997
NCJ31,5,4992.954995957607
NCJ31,7,3592.5266515902745
NCJ31,2,3264.5992321625226
NCJ31,8,3510.168325187563
NCJ31,6,3166.5034479134347
NCJ31,4,2396.5798872499668
FDO57,9,2749.8397029524613
FDO57,3,2798.928425362691
FDO57,0,886.3074706418197
FDO57,1,2182.148702093818
FDO57,5,3809.574614106428
FDO57,7,2409.1462697390953
FDO57,2,2081.2188503113434
FDO57,8,2326.787943336384
FDO57,6,1983.1230660622555
FDO57,4,1213.1995053987876
FDM36,9,3112.267663228983
FDM36,3,3161.356385639213
FDM36,0,1248.735430918341
FDM36,1,2544.5766623703394
FDM36,5,4172.002574382949
FDM36,7,2771.5742300156166
FDM36,2,2443.646810587865
FDM36,8,2689.2159036129055
FDM36,6,2345.551026338777
FDM36,4,1575.627465675309
NCY05,9,926.491907926267
NCY05,3,975.5806303364966
NCY05,0,-937.0403243843748
NCY05,1,358.8009070676237
NCY05,5,1986.2268190802333
NCY05,7,585.7984747129008
NCY05,2,257.87105528514894
NCY05,8,503.44014831018944
NCY05,6,159.77527103606099
NCY05,4,-610.1482896274069
DRK11,9,2788.6629420983263
DRK11,3,2837.7516645085557
DRK11,0,925.130709787684
DRK11,1,2220.9719412396826
DRK11,5,3848.3978532522924
DRK11,7,2447.9695088849594
DRK11,2,2120.042089457208
DRK11,8,2365.6111824822483
DRK11,6,2021.94630520812
DRK11,4,1252.022744544652
NCL30,9,2363.34942468064
NCL30,3,2412.4381470908697
NCL30,0,499.8171923699981
NCL30,1,1795.6584238219966
NCL30,5,3423.0843358346065
NCL30,7,2022.6559914672737
NCL30,2,1694.7285720395219
NCL30,8,1940.2976650645626
NCL30,6,1596.632787790434
NCL30,4,826.709227126966
DRJ39,9,3807.517557934133
DRJ39,3,3856.606280344363
DRJ39,0,1943.9853256234912
DRJ39,1,3239.8265570754897
DRJ39,5,4867.2524690881
DRJ39,7,3466.824124720767
DRJ39,2,3138.896705293015
DRJ39,8,3384.465798318056
DRJ39,6,3040.8009210439272
DRJ39,4,2270.8773603804593
NCP06,9,2737.8916027962105
NCP06,3,2786.98032520644
NCP06,0,874.3593704855684
NCP06,1,2170.2006019375667
NCP06,5,3797.6265139501766
NCP06,7,2397.198169582844
NCP06,2,2069.270750155092
NCP06,8,2314.839843180133
NCP06,6,1971.1749659060042
NCP06,4,1201.2514052425363
FDZ44,9,2212.593835632783
FDZ44,3,2261.6825580430122
FDZ44,0,349.0616033221411
FDZ44,1,1644.9028347741396
FDZ44,5,3272.3287467867494
FDZ44,7,1871.9004024194164
FDZ44,2,1543.9729829916646
FDZ44,8,1789.5420760167053
FDZ44,6,1445.8771987425769
FDZ44,4,675.9536380791087
FDV46,9,2624.124967215992
FDV46,3,2673.213689626222
FDV46,0,760.5927349053502
FDV46,1,2056.4339663573487
FDV46,5,3683.859878369958
